ElementID,SubRegion,Acres,centroid_x,centroid_y,aream2,x_centroid,y_centroid
64,1,530.3498136,562652.7729,4491179.389,2146249.549,-122.2598373,40.56902148
65,1,436.677316,564133.4411,4490948.076,1767170.401,-122.2423704,40.56682459
66,1,453.5316077,564646.5047,4492064.559,1835377.299,-122.2361953,40.576842
67,1,368.2710024,565846.4186,4492917.505,1490339.871,-122.2219304,40.58443084
68,1,409.8523904,567188.3797,4493439.554,1658613.779,-122.206019,40.58902554
69,1,626.4904327,568966.5558,4493629.579,2535316.831,-122.1849875,40.59059075
70,1,667.2173401,570576.2561,4493666.14,2700132.778,-122.1659627,40.59078476
71,1,508.7131545,571916.5245,4493686.243,2058689.096,-122.1501234,40.59084982
72,1,910.94523,572348.4848,4492106.219,3686464.554,-122.1451997,40.57657994
73,1,159.7005896,550037.3215,4493329.419,646285.3566,-122.4086939,40.58924885
74,1,295.5315948,550107.8055,4492370.824,1195973.932,-122.4079371,40.5806092
75,1,230.4125412,551117.279,4492344.708,932446.4723,-122.3960124,40.58031213
76,1,87.1058587,551253.0319,4492951.394,352504.9037,-122.3943591,40.58576895
77,1,151.7611433,552032.5292,4492868.191,614155.5575,-122.3851553,40.58497086
78,1,59.36147631,552640.1441,4492913.618,240227.3716,-122.377972,40.58534164
79,1,133.1753363,552871.4768,4492381.794,538941.4648,-122.3752831,40.58053604
80,1,82.72794578,553417.4774,4492550.487,334788.1187,-122.3688179,40.58202068
81,1,91.42834825,553279.1568,4491937.651,369997.3983,-122.3705038,40.57650888
82,1,104.8769593,553951.6577,4491832.565,424421.9964,-122.3625675,40.5755186
83,1,307.3562187,554534.7096,4491266.917,1243826.488,-122.3557284,40.57038482
84,1,446.5221513,555775.3573,4491503.792,1807011.036,-122.3410515,40.57243593
85,1,566.7059473,557278.9291,4491687.783,2293377.603,-122.3232723,40.57399067
86,1,621.8428119,558805.8893,4491947.867,2516508.577,-122.3052088,40.57622651
87,1,651.3643607,559537.2625,4490299.098,2635978.046,-122.2967242,40.56132182
88,1,552.3831294,559517.6605,4488749.474,2235415.215,-122.2971007,40.54736367
89,1,231.3514352,560598.0877,4488440.718,936246.0414,-122.2843718,40.54450404
90,1,500.2687056,561698.8878,4488644.393,2024515.624,-122.2713534,40.54625756
91,1,253.7908198,561654.1396,4489696.002,1027055.009,-122.271779,40.55573387
92,1,496.574649,562872.9994,4489913.785,2009566.308,-122.2573622,40.55760419
93,1,182.0543745,563960.2292,4489939.567,736747.9145,-122.2445185,40.5577532
94,1,241.5806816,564546.5011,4489251.586,977642.333,-122.2376644,40.55151033
95,1,72.39300764,565069.6886,4489702.734,292964.1079,-122.2314393,40.55553344
96,1,193.3829126,565173.8476,4490444.487,782592.8819,-122.2301325,40.56220706
97,1,232.368235,565533.2658,4491290.391,940360.884,-122.2257996,40.56979864
98,1,286.937499,566201.6493,4491907.322,1161194.861,-122.2178394,40.5753028
99,1,416.6052633,567425.7011,4492352.167,1685941.685,-122.203331,40.57921106
100,1,553.3215855,569011.7324,4492408.065,2239213.012,-122.1845872,40.57958362
101,1,484.1232803,570722.4325,4492004.918,1959177.406,-122.1644214,40.57580791
102,1,351.7866909,570069.3909,4491041.232,1423630.23,-122.1722432,40.56718246
103,1,380.7788651,571145.5845,4490262.527,1540957.396,-122.1596189,40.56007626
104,1,547.6119032,572549.1977,4490350.636,2216106.747,-122.1430311,40.56074814
105,1,518.7019768,549889.9065,4490404.925,2099112.426,-122.4106671,40.56291254
106,1,154.6685689,550308.6678,4491462.213,625921.4912,-122.4056364,40.57241177
107,1,323.4542559,551147.6437,4491245.345,1308972.933,-122.3957426,40.5704068
108,1,250.6415942,552188.4546,4491203.349,1014310.545,-122.3834505,40.56996348
109,1,192.1113572,552099.0933,4492084.781,777447.0797,-122.3844335,40.57790939
110,1,52.58499501,552913.0989,4491442.94,212803.9248,-122.3748701,40.57207584
111,1,90.29540643,553032.61,4490924.02,365412.5454,-122.3735018,40.56739358
112,1,124.9692146,553614.0319,4491162.686,505732.4686,-122.3666134,40.56950613
113,1,206.9545469,553504.3128,4490328.239,837515.3371,-122.3679802,40.56199618
114,1,307.5930924,554473.1619,4490231.614,1244785.082,-122.3565444,40.56106253
115,1,358.4604894,555445.1057,4489768.542,1450638.134,-122.3451052,40.55682651
116,1,453.9274597,556485.6403,4490284.581,1836979.256,-122.3327698,40.56140474
117,1,554.896657,557997.0879,4490278.575,2245587.1,-122.3149178,40.56124616
118,1,495.3148245,558021.9443,4488925.003,2004467.979,-122.3147478,40.54905098
119,1,395.046721,557639.7322,4487702.52,1598697.36,-122.3193734,40.53806529
120,1,469.8073241,558906.1888,4487412.385,1901242.787,-122.3044465,40.53536258
121,1,433.287136,560318.9798,4487344.925,1753450.829,-122.2877721,40.53465326
122,1,394.8468506,561643.3671,4487305.825,1597888.513,-122.2721392,40.53420361
123,1,324.921779,562921.2307,4487417.411,1314911.788,-122.2570408,40.53511278
124,1,381.0306346,563054.2808,4488626.629,1541976.271,-122.2553494,40.54599556
125,1,227.4913054,564102.1953,4488432.821,920624.6503,-122.2429946,40.54416933
126,1,104.6081075,564796.4299,4488137.271,423333.9918,-122.234827,40.541453
127,1,67.84256236,565106.1449,4488756.785,274549.1092,-122.2311061,40.54700938
128,1,108.3040369,565487.6648,4489376.504,438290.8872,-122.2265366,40.55256184
129,1,136.8848466,565893.7966,4490087.956,553953.3204,-122.2216661,40.5589384
130,1,61.72707229,566137.147,4490610.449,249800.5989,-122.2187373,40.56362568
131,1,222.2162894,566664.9447,4490895.927,899277.4178,-122.2124729,40.56615493
132,1,146.9448423,567400.4896,4491448.664,594664.6787,-122.2037253,40.57107432
133,1,333.2888335,568103.6558,4491000.66,1348772.056,-122.1954673,40.56698119
134,1,214.2857899,568972.1591,4491452.091,867183.8251,-122.1851591,40.57097564
135,1,155.6607685,568459.1584,4490144.75,629936.7809,-122.1913608,40.55924191
136,1,221.1233519,569365.9058,4490285.908,894854.4568,-122.1806358,40.56043791
137,1,181.4785355,570142.5226,4489868.134,734417.577,-122.1715097,40.55660925
138,1,180.6507292,570572.8019,4489115.304,731067.5636,-122.1665121,40.54979119
139,1,163.178955,571375.0498,4489408.848,660361.8019,-122.1570049,40.55236658
140,1,224.6189347,572019.7838,4489063.103,909000.5784,-122.1494303,40.54919641
141,1,120.5590548,572791.4158,4489334.82,487885.1851,-122.1402871,40.5515765
142,1,155.1217927,573144.6523,4488724.821,627755.623,-122.1361859,40.54605068
143,1,754.5094989,549415.0896,4488916.311,3053391.611,-122.4163918,40.54953087
144,1,417.2633505,551002.2695,4488756.889,1688604.87,-122.3976607,40.54799858
145,1,348.9842602,551170.6436,4490012.847,1412289.195,-122.3955709,40.55930252
146,1,229.9472354,552163.5733,4490191.26,930563.4462,-122.383828,40.56084781
147,1,99.20837318,552723.3734,4490069.958,401482.0422,-122.3772261,40.55971964
148,1,176.9743987,553248.482,4489498.047,716189.982,-122.3710721,40.55453399
149,1,218.8523264,554157.882,4489212.625,885663.9427,-122.360356,40.55190381
150,1,135.3217996,554933.5933,4489045.24,547627.8936,-122.3512095,40.5503448
151,1,229.4922316,554931.1752,4488237.389,928722.1113,-122.3513081,40.54306762
152,1,223.2211848,555701.7279,4487755.089,903344.0854,-122.3422518,40.53867144
153,1,270.7885186,556440.4113,4488142.06,1095842.256,-122.3334953,40.54210737
154,1,374.8609912,556559.2212,4489148.332,1517008.61,-122.3320019,40.55116399
155,1,281.4259599,556514.5435,4487026.055,1138890.453,-122.3327194,40.53204901
156,1,354.2727382,557419.5466,4486387.247,1433690.906,-122.3220925,40.5262322
157,1,401.697265,558509.4217,4486084.186,1625611.157,-122.3092538,40.52342589
158,1,423.142372,559848.4579,4486116.003,1712396.426,-122.2934438,40.52361687
159,1,399.9061091,561218.496,4486097.589,1618362.606,-122.2772724,40.52335097
160,1,402.3424957,562541.4389,4486191.957,1628222.313,-122.2616458,40.5241024
161,1,341.3377223,563508.7848,4485884.821,1381344.754,-122.2502576,40.52126214
162,1,253.6249272,564285.3601,4486675.183,1026383.666,-122.2410105,40.52832195
163,1,190.8355857,563953.8794,4487485.153,772284.2155,-122.2448418,40.535644
164,1,109.6913107,564851.4369,4487539.873,443904.9852,-122.2342389,40.5360672
165,1,54.59034181,565458.2473,4487710.058,220919.2754,-122.2270566,40.53755253
166,1,108.157764,565442.0705,4488225.57,437698.942,-122.2271944,40.54219765
167,1,219.905474,566225.3472,4488323.358,889925.8799,-122.2179353,40.54301625
168,1,179.2995848,566100.0904,4489183.176,725599.6761,-122.2193241,40.55077162
169,1,55.48442017,566349.258,4489770.38,224537.4821,-122.21632,40.55604126
170,1,120.4680615,566929.4855,4490182.516,487516.9483,-122.2094236,40.55970713
171,1,132.2981884,567664.2998,4490206.178,535391.7735,-122.2007424,40.55986056
172,1,201.2848718,567403.4711,4489559.612,814570.9761,-122.203892,40.5540575
173,1,84.85213645,568024.6663,4489114.549,343384.4133,-122.1966035,40.54999756
174,1,110.8442413,568528.1721,4489348.986,448570.73,-122.1906321,40.55206797
175,1,74.06924064,569045.4739,4489587.172,299747.5822,-122.1844968,40.55417052
176,1,192.0015643,569438.7847,4489172.847,777002.7636,-122.1798974,40.5504054
177,1,124.8724029,569781.153,4488585.067,505340.6857,-122.1759191,40.54508191
178,1,143.6436034,570200.0874,4488093.227,581305.0389,-122.171027,40.54061602
179,1,88.02803683,570661.4718,4488549.088,356236.8262,-122.1655282,40.54468313
180,1,150.2201582,571276.1699,4488315.954,607919.4121,-122.1582959,40.54253047
181,1,179.1210333,572042.8372,4488037.502,724877.1042,-122.149275,40.53995587
182,1,68.18687605,572435.1847,4488552.106,275942.4973,-122.1445835,40.54455718
183,1,112.039648,572685.0022,4487638.028,453408.3692,-122.1417388,40.53630132
184,1,200.629358,573293.0274,4487904.557,811918.206,-122.1345291,40.5386487
185,1,754.3875261,548971.0715,4487073.386,3052898.005,-122.4217781,40.53295532
186,1,509.649119,550627.3486,4487473.439,2062476.81,-122.4021911,40.53645965
187,1,316.6684216,551951.9272,4487455.43,1281511.636,-122.3865529,40.53621553
188,1,205.4820805,552058.8259,4488492.047,831556.4771,-122.3852055,40.54554715
189,1,143.2730736,552360.5131,4489283.972,579805.5582,-122.3815772,40.55266212
190,1,98.95194581,552703.2988,4488613.875,400444.3174,-122.3775847,40.54660391
191,1,102.9833179,553269.2905,4488750.58,416758.7013,-122.3708894,40.54779915
192,1,132.1229798,554109.7198,4488396.185,534682.7292,-122.3609948,40.54455217
193,1,170.8161466,553894.2068,4487660.869,691268.4198,-122.3636024,40.53794219
194,1,92.71414308,554362.0931,4487137.344,375200.8254,-122.3581228,40.53319554
195,1,69.45763634,554782.9353,4487493.622,281085.0817,-122.3531231,40.53637728
196,1,187.328525,555272.5046,4487022.782,758091.6447,-122.3473839,40.53210325
197,1,200.8906637,555382.5701,4486138.035,812975.6726,-122.3461616,40.52412585
198,1,297.0475102,556173.9479,4485889.878,1202108.624,-122.3368415,40.52183706
199,1,317.0490131,556976.9096,4485214.435,1283051.835,-122.3274236,40.5156976
200,1,372.0017511,558091.7418,4484844.242,1505437.676,-122.3142984,40.51228536
201,1,400.5047391,559384.7668,4484893.238,1620785.176,-122.2990323,40.51263518
202,1,386.8639495,560741.2767,4484905.153,1565582.859,-122.2830204,40.51264427
203,1,330.9637508,562010.0351,4484956.039,1339362.781,-122.2680403,40.51300881
204,1,282.3784976,563068.7004,4484712.769,1142745.237,-122.2555693,40.51073758
205,1,181.5907352,563878.808,4484405.833,734871.6331,-122.2460388,40.50791068
206,1,180.207715,564220.291,4485338.264,729274.7486,-122.2419142,40.51628388
207,1,156.6438461,564773.2753,4485940.822,633915.1544,-122.2353255,40.52166877
208,1,112.8239836,565418.726,4486124.931,456582.4628,-122.2276873,40.52327663
209,1,100.4867667,565047.8515,4486934.68,406655.5173,-122.2319821,40.53060017
210,1,186.2961487,565769.3987,4487197.538,753913.766,-122.2234362,40.53291106
211,1,296.6376403,566700.2963,4487365.677,1200449.94,-122.2124281,40.53435124
212,1,338.4274262,567916.0116,4487403.792,1369567.203,-122.1980707,40.53459581
213,1,261.7412339,567783.9093,4488398.787,1059229.194,-122.1995233,40.54356966
214,1,239.2411629,566928.0853,4488789.141,968174.6366,-122.2095879,40.54715562
215,1,207.9516106,568908.5062,4488260.071,841550.311,-122.1862593,40.54222725
216,1,45.75297294,568902.7227,4488788.351,185155.7124,-122.18627,40.5469866
217,1,179.6883418,568926.771,4487587.312,727172.9198,-122.1861169,40.53616546
218,1,254.8989759,569757.1178,4487281.992,1031539.558,-122.1763467,40.53334572
219,1,105.6244979,570608.587,4487123.766,427447.1775,-122.1663118,40.53184832
220,1,180.5590863,571331.771,4487462.655,730696.6981,-122.1577357,40.53483912
221,1,52.74581974,570856.8897,4487866.699,213454.7594,-122.1632971,40.53851952
222,1,294.8732423,572218.5842,4486967.643,1193309.675,-122.1473221,40.5303032
223,1,187.2459125,573061.7681,4486489.253,757757.3234,-122.1374231,40.52591999
224,1,313.4217326,573836.2382,4486938.551,1268372.752,-122.1282281,40.52989872
225,1,386.2374802,547883.5623,4484490.412,1563047.627,-122.434814,40.50975002
226,1,459.2082086,548929.0343,4485551.036,1858349.688,-122.4223924,40.51924356
227,1,410.3849658,550333.5761,4486183.48,1660769.034,-122.4057624,40.52485696
228,1,316.8108761,551641.9426,4486348.288,1282088.128,-122.3903033,40.52626124
229,1,259.0942341,552715.7979,4486266.335,1048517.165,-122.3776327,40.5254554
230,1,207.8275362,552940.5305,4487219.975,841048.1994,-122.3749,40.53403193
231,1,168.5994032,553194.2768,4488077.957,682297.5778,-122.3718317,40.54174471
232,1,117.3969943,553697.9104,4486961.833,475088.7802,-122.3659796,40.53165774
233,1,104.9503948,553912.9595,4486288.017,424719.1791,-122.3634981,40.5255738
234,1,160.191364,554609.2534,4486149.019,648271.4501,-122.35529,40.52427606
235,1,53.08884392,554638.6344,4486718.943,214842.929,-122.3548939,40.52940818
236,1,89.67003209,554535.8276,4485361.048,362881.7452,-122.3562247,40.51718254
237,1,143.2767287,555096.3615,4485155.659,579820.3497,-122.3496259,40.51529526
238,1,224.0641792,555747.1721,4484835.742,906755.5627,-122.3419723,40.51236978
239,1,229.1621662,556525.8472,4484248.548,927386.3842,-122.3328341,40.50702737
240,1,191.9030079,557149.4051,4483478.677,776603.9201,-122.3255443,40.5000494
241,1,316.0948276,557956.69,4483711.406,1279190.383,-122.3159964,40.5020899
242,1,402.4326525,559087.503,4483635.953,1628587.164,-122.3026583,40.5013304
243,1,335.6052812,560347.504,4483781.121,1358146.388,-122.2877752,40.50254741
244,1,369.3410666,561605.2859,4483774.186,1494670.267,-122.2729325,40.50239253
245,1,389.4154968,562636.7149,4483437.796,1575908.604,-122.260794,40.49928508
246,1,277.0258523,563552.2975,4483301.572,1121083.85,-122.2500031,40.4979884
247,1,125.8421196,564222.9729,4483228.065,509264.99,-122.2420966,40.49727457
248,1,124.4961454,564673.6056,4483852.979,503818.0255,-122.2367153,40.50286885
249,1,166.8242745,564833.0705,4484489.046,675113.8865,-122.2347682,40.50858615
250,1,162.6400748,565037.9502,4485156.265,658181.0313,-122.2322818,40.51458061
251,1,116.3838196,565708.3685,4485397.16,470988.6077,-122.2243437,40.51669786
252,1,225.9530653,566440.0574,4485252.216,914399.6134,-122.2157225,40.51533383
253,1,338.8538561,566703.3035,4486292.094,1371292.904,-122.2125055,40.52468002
254,1,99.33949308,565846.5923,4486498.685,402012.6656,-122.2225975,40.52660953
255,1,412.9599863,567896.9738,4486225.27,1671189.773,-122.1984214,40.52398119
256,1,452.8994015,569164.5532,4486163.781,1832818.852,-122.1834648,40.52332252
257,1,422.3857011,570458.7997,4486180.927,1709334.287,-122.168185,40.52336799
258,1,188.4867058,571520.8148,4486316.122,762778.6359,-122.1556334,40.5244948
259,1,518.3084447,571709.5966,4485213.236,2097519.858,-122.1535297,40.51454379
260,1,567.3743793,573138.0834,4485352.716,2296082.651,-122.1366538,40.51567543
261,1,529.6565108,574480.0144,4485769.249,2143443.852,-122.1207656,40.51930809
262,1,189.2745303,547115.8675,4483640.498,765966.8486,-122.4439383,40.50213745
263,1,136.8145631,547668.7406,4483150.576,553668.8935,-122.4374505,40.49769243
264,1,129.9591365,548542.5189,4483230.966,525925.966,-122.4271332,40.49836597
265,1,234.0988228,548810.7685,4483933.083,947364.3246,-122.4239134,40.50467525
266,1,149.3211482,549269.5278,4484662.418,604281.2476,-122.4184425,40.51121838
267,1,269.0121802,550108.2349,4485035.933,1088653.669,-122.4085136,40.514533
268,1,266.2791563,551223.4794,4485304.822,1077593.514,-122.3953279,40.51688714
269,1,213.3563673,552282.8355,4485349.51,863422.5854,-122.3828197,40.51722362
270,1,157.7869023,553150.5102,4485176.063,638540.939,-122.3725924,40.51560599
271,1,142.232036,553472.1988,4485878.142,575592.6282,-122.368736,40.52190998
272,1,93.03731565,554048.4012,4485515.691,376508.6584,-122.361965,40.51860756
273,1,77.56745673,553798.8356,4484932.105,313904.3604,-122.3649605,40.51336653
274,1,86.97981392,554232.131,4484660.941,351994.8186,-122.3598694,40.51089556
275,1,145.662804,554736.0365,4484316.305,589476.4538,-122.3539517,40.50775783
276,1,169.099709,555360.1798,4483976.541,684322.2432,-122.3466151,40.50465566
277,1,147.8839235,556084.0953,4483579.445,598465.0054,-122.3381069,40.5010298
278,1,104.8223047,556692.7899,4482986.565,424200.817,-122.3309768,40.4956476
279,1,134.6623669,557131.931,4482191.702,544959.2643,-122.3258665,40.48845699
280,1,185.7588248,557719.7195,4482719.36,751739.2932,-122.3188832,40.49316964
281,1,207.9434772,558224.8483,4481994.898,841517.3963,-122.3129895,40.48660819
282,1,303.0711468,559065.4168,4482434.88,1226485.417,-122.303031,40.49051231
283,1,342.5270086,560173.5614,4482597.075,1386157.625,-122.2899405,40.49189381
284,1,368.7453918,561383.3793,4482547.808,1492259.657,-122.2756704,40.49136138
285,1,155.8191054,562347.6898,4482442.262,630577.5473,-122.2643027,40.49033867
286,1,208.1036856,562671.1421,4481722.199,842165.7368,-122.2605574,40.48382785
287,1,250.063685,563544.0039,4482093.988,1011971.83,-122.2502223,40.48711074
288,1,175.6632811,564299.2003,4482110.634,710884.0773,-122.2413107,40.48720262
289,1,122.9937307,564840.4587,4482164.795,497737.9688,-122.2349191,40.48764838
290,1,112.9847568,564736.7898,4483040.704,457233.0885,-122.2360526,40.49554686
291,1,166.8764597,565387.6943,4483243.043,675325.0728,-122.2283512,40.49731849
292,1,152.5620689,565429.3129,4484091.064,617396.7883,-122.2277724,40.50495435
293,1,175.3597857,566071.6214,4484479.087,709655.875,-122.2201519,40.50839882
294,1,247.2575409,566282.9629,4483540.045,1000615.768,-122.2177558,40.4999229
295,1,407.7118891,567382.2844,4483677.66,1649951.477,-122.2047687,40.50107396
296,1,413.7211382,567481.4548,4484917.369,1674270.045,-122.2034662,40.51223336
297,1,465.7123153,568852.6045,4484816.953,1884670.874,-122.1872941,40.51121608
298,1,496.6242907,570304.4031,4484850.03,2009767.2,-122.1701556,40.51139228
299,1,439.9348042,570308.4037,4483531.791,1780352.988,-122.1702548,40.49951711
300,1,541.5546122,571806.0669,4483720.509,2191593.761,-122.1525605,40.50108891
301,1,741.3387992,573397.6039,4483798.642,3000091.681,-122.1337707,40.5016533
302,1,753.1411802,575160.898,4484262.884,3047854.222,-122.1129077,40.5056774
303,1,100.1326697,546232.5754,4482818.055,405222.5375,-122.4544226,40.49477817
304,1,109.0842134,546839.7624,4483037.918,441448.1497,-122.4472414,40.49672475
305,1,120.9513048,546842.8269,4482455.724,489472.5646,-122.4472482,40.49147982
306,1,216.1974515,547511.2116,4481944.002,874920.045,-122.4393999,40.48683195
307,1,65.87105693,547856.3642,4482665.35,266570.7098,-122.4352731,40.49331043
308,1,179.3789555,548496.8773,4482461.434,725920.878,-122.4277307,40.49143631
309,1,106.9730939,549127.5783,4482368.071,432904.752,-122.4202958,40.49055807
310,1,205.9619617,549748.9631,4483022.844,833498.4876,-122.4129124,40.49641961
311,1,132.9066353,549398.2689,4483527.888,537854.0707,-122.4170114,40.50099028
312,1,161.8574512,550190.2143,4484109.258,655013.8657,-122.4076195,40.50618009
313,1,196.3128347,551011.8706,4484401.256,794449.856,-122.3978987,40.50876044
314,1,136.9058941,551885.9435,4484575.985,554038.4969,-122.3875681,40.51028027
315,1,98.41803924,552699.9591,4484608.615,398283.6742,-122.3779578,40.51052291
316,1,88.84986139,553385.097,4484421.285,359562.6322,-122.3698871,40.50879156
317,1,97.87815428,553927.4638,4484093.167,396098.8373,-122.3635138,40.50580067
318,1,119.1449156,554456.4759,4483621.15,482162.3669,-122.357311,40.50151396
319,1,108.2180674,555116.2636,4483275.278,437942.981,-122.3495548,40.4983546
320,1,48.91807956,555767.2594,4483166.668,197964.4444,-122.3418822,40.49733268
321,1,141.9411753,556135.1275,4482713.811,574415.5568,-122.3375815,40.49322837
322,1,185.1124078,556411.908,4481903.766,749123.3363,-122.3343875,40.4859124
323,1,191.9696095,556749.0896,4481143.211,776873.4471,-122.3304775,40.47903793
324,1,180.0313573,557550.9079,4481530.626,728561.0546,-122.3209831,40.48247279
325,1,69.56951448,557823.3878,4480892.824,281537.8365,-122.3178266,40.47670828
326,1,175.5842189,558525.682,4480827.959,710564.1239,-122.3095477,40.47607471
327,1,158.8492415,558939.2569,4481470.461,642840.073,-122.3046092,40.48183336
328,1,257.0868661,559991.9288,4481543.806,1040393.635,-122.2921832,40.48241869
329,1,210.721445,560842.3902,4481248.603,852759.4332,-122.2821783,40.47969756
330,1,140.9097897,561426.7543,4481667.799,570241.6875,-122.2752439,40.48343069
331,1,154.7159198,561929.6055,4481144.408,626113.1137,-122.2693623,40.47867858
332,1,63.08494843,562264.6653,4480665.025,255295.7287,-122.2654568,40.47433509
333,1,185.4832268,562932.9609,4480865.649,750623.9875,-122.2575536,40.476092
334,1,224.4056818,563808.7122,4481063.082,908137.5744,-122.247203,40.47780372
335,1,149.3634702,564562.5609,4481140.386,604452.5187,-122.2383022,40.47844187
336,1,80.89648736,565107.592,4481278.801,327376.4694,-122.2318583,40.47964621
337,1,202.8946501,565719.0361,4481383.09,821085.5179,-122.2246343,40.48053748
338,1,178.8331743,565483.1415,4482322.814,723712.1799,-122.2273201,40.48902136
339,1,309.6480096,566406.34,4482445.854,1253101.036,-122.2164148,40.49005636
340,1,406.2817311,567536.6687,4482319.203,1644163.833,-122.2030919,40.48882429
341,1,516.7033674,568897.861,4482245.87,2091024.341,-122.1870397,40.48805167
342,1,487.2094566,568780.7789,4483542.292,1971666.719,-122.1882802,40.4997397
